sentence_num,condition_zs,level,text_preview_zs,n_runs_zs,gold_label,agreement_rate_zs,n_correct_zs,n_incorrect_zs,entropy_zs,modal_prediction_zs,modal_frequency_zs,unique_predictions_zs,consistency_category_zs,condition_ft,text_preview_ft,n_runs_ft,agreement_rate_ft,n_correct_ft,n_incorrect_ft,entropy_ft,modal_prediction_ft,modal_frequency_ft,unique_predictions_ft,consistency_category_ft,agreement_diff,entropy_diff,more_consistent
11,zero_shot,step,Experiments involving bioactivity-guided fractionation identified cardiac glycos...,1000,1c,0.561,561,439,1.6893997652468193,1c,0.461,6,Uncertain,fine_tuned,Experiments involving bioactivity-guided fractionation identified cardiac glycos...,1000,0.926,926,74,0.9177011219892038,1c,0.839,9,High consistency,-0.365,0.7716986432576155,Fine-tuned
12,zero_shot,step,"Similarly, isolated cardiac glycosides were shown to be feeding deterrents for t...",1000,1c,0.531,531,469,1.7140319958654857,1c,0.531,5,Uncertain,fine_tuned,"Similarly, isolated cardiac glycosides were shown to be feeding deterrents for t...",1000,0.835,835,165,0.9016369259043343,1c,0.835,10,Moderate consistency,-0.30399999999999994,0.8123950699611514,Fine-tuned
13,zero_shot,step,"However, in the absence of mutant lines that lack cardiac glycosides, it has not...",1000,2a,0.552,552,448,2.112226316452476,1c,0.348,8,Uncertain,fine_tuned,"However, in the absence of mutant lines that lack cardiac glycosides, it has not...",1000,0.696,696,304,1.7145755222739196,1c,0.639,10,Uncertain,-0.1439999999999999,0.3976507941785563,Fine-tuned
14,zero_shot,step,"The aims of this study were two-fold: First, we sought to identify cardiac glyco...",1000,3b,0.361,361,639,2.3379397928000945,2b,0.39,8,Uncertain,fine_tuned,"The aims of this study were two-fold: First, we sought to identify cardiac glyco...",1000,0.56,560,440,2.22666039334327,1c,0.468,9,Uncertain,-0.19900000000000007,0.11127939945682463,Fine-tuned
15,zero_shot,step,"Second, we revisited classical ecological experiments with modern tools, develop...",1000,3b,0.439,439,561,2.3283148702871515,1c,0.321,7,Uncertain,fine_tuned,"Second, we revisited classical ecological experiments with modern tools, develop...",1000,0.448,448,552,1.9207701869780232,1c,0.594,10,Uncertain,-0.009000000000000008,0.4075446833091283,Fine-tuned
16,zero_shot,step,This effectively reversed the “escape from herbivory” of E. cheiranthoides and a...,1000,3b,0.515,515,485,2.463445559572657,1b,0.304,9,Uncertain,fine_tuned,This effectively reversed the “escape from herbivory” of E. cheiranthoides and a...,1000,0.388,388,612,2.397741870959323,1c,0.49,10,Uncertain,0.127,0.06570368861333442,Zero-shot
17,zero_shot,step,AKHRs are a class of G protein-coupled receptors and were first identified in Dr...,900,1c,0.45222222222222225,407,493,1.9867126523074483,2b,0.4388888888888889,7,Uncertain,fine_tuned,AKHRs are a class of G protein-coupled receptors and were first identified in Dr...,900,0.6433333333333333,579,321,2.0669650220309,1c,0.5,10,Uncertain,-0.19111111111111106,-0.08025236972345162,Fine-tuned
18,zero_shot,step,Recent studies have shown that AKH/AKHR signaling plays a regulatory role during...,900,1c,0.48444444444444446,436,464,2.1610836560911126,1c,0.43333333333333335,8,Uncertain,fine_tuned,Recent studies have shown that AKH/AKHR signaling plays a regulatory role during...,900,0.48444444444444446,436,464,1.9368077391156207,1c,0.5811111111111111,10,Uncertain,0.0,0.22427591697549198,Equal
19,zero_shot,step,"For example, depletion of AKHR in Bactrocera dorsalis resulted in TAG accumulati...",800,1c,0.63875,511,289,2.102291867619259,1c,0.38875,8,Uncertain,fine_tuned,"For example, depletion of AKHR in Bactrocera dorsalis resulted in TAG accumulati...",800,0.6025,482,318,2.183225086202173,1c,0.48,10,Uncertain,0.036250000000000004,-0.08093321858291436,Zero-shot
20,zero_shot,step,AKHR knockdown in Nilaparvata lugens interferes with trehalose homeostasis and v...,800,1c,0.49125,393,407,2.5037357915858367,3b,0.2675,8,Uncertain,fine_tuned,AKHR knockdown in Nilaparvata lugens interferes with trehalose homeostasis and v...,800,0.75,600,200,1.9372638877506332,1c,0.4925,10,Moderate consistency,-0.25875,0.5664719038352035,Fine-tuned
21,zero_shot,step,AKH/AKHR signaling also regulates vitellogenesis and egg development in Locusta ...,800,1c,0.49875,399,401,1.9473535503348351,1c,0.47875,7,Uncertain,fine_tuned,AKH/AKHR signaling also regulates vitellogenesis and egg development in Locusta ...,800,0.65125,521,279,1.8386214068916245,1c,0.58125,10,Uncertain,-0.15249999999999997,0.1087321434432107,Fine-tuned
22,zero_shot,step,"As outlined above, the fecundity of D. citri is increased by CLas....",800,1b,0.25875,207,593,2.4223949191193306,1c,0.34,9,Problematic,fine_tuned,"As outlined above, the fecundity of D. citri is increased by CLas....",800,0.38,304,496,2.186386785132841,1c,0.3875,11,Uncertain,-0.12125000000000002,0.23600813398648945,Fine-tuned
23,zero_shot,step,Whether AKH/AKHR signaling participates in this increase in fecundity due to inf...,800,2b,0.28,224,576,2.140353404951356,3b,0.31625,7,Problematic,fine_tuned,Whether AKH/AKHR signaling participates in this increase in fecundity due to inf...,800,0.52625,421,379,2.370430159603013,3b,0.325,11,Uncertain,-0.24624999999999997,-0.23007675465165667,Fine-tuned
24,zero_shot,step,"Although numerous studies have been conducted on the AKH/AKHR signaling pathway,...",700,2b,0.5642857142857143,395,305,2.250378255018331,3b,0.2814285714285714,6,Uncertain,fine_tuned,"Although numerous studies have been conducted on the AKH/AKHR signaling pathway,...",700,0.5128571428571429,359,341,2.2315952795764757,1c,0.4142857142857143,11,Uncertain,0.05142857142857138,0.018782975441855143,Zero-shot
25,zero_shot,step,"MicroRNAs (miRNAs) are small, non-coding RNAs containing approximately 22 nucleo...",700,1c,0.35,245,455,2.6246637545392417,1b,0.30857142857142855,9,Uncertain,fine_tuned,"MicroRNAs (miRNAs) are small, non-coding RNAs containing approximately 22 nucleo...",700,0.5657142857142857,396,304,2.3190916559104524,3b,0.3271428571428571,11,Uncertain,-0.21571428571428575,0.3055720986287893,Fine-tuned
26,zero_shot,step,miRNAs play important roles in regulating cellular events at the post-transcript...,600,1b,0.30666666666666664,184,416,2.2645228913801976,3a,0.31833333333333336,8,Uncertain,fine_tuned,miRNAs play important roles in regulating cellular events at the post-transcript...,600,0.5033333333333333,302,298,2.251047435120686,3b,0.38166666666666665,9,Uncertain,-0.19666666666666666,0.013475456259511631,Fine-tuned
27,zero_shot,step,"For example, in term of host-virus interactions, miR-8 and miR-429 target Broad ...",500,1c,0.664,332,168,1.995772870403801,3b,0.392,5,Uncertain,fine_tuned,"For example, in term of host-virus interactions, miR-8 and miR-429 target Broad ...",500,0.724,362,138,1.929600829805581,3b,0.474,5,Moderate consistency,-0.05999999999999994,0.06617204059822002,Fine-tuned
28,zero_shot,step,"In relation to reproduction, in Aedes aegypti, miR-275 is essential for egg deve...",500,1c,0.796,398,102,1.9535237008628512,1c,0.396,5,Moderate consistency,fine_tuned,"In relation to reproduction, in Aedes aegypti, miR-275 is essential for egg deve...",500,0.68,340,160,1.726963992921718,1c,0.38,8,Uncertain,0.11599999999999999,0.22655970794113323,Zero-shot
29,zero_shot,step,"As for lipid metabolism, knockdown of miR-277 in A. aegypti activates insulin/FO...",500,1c,0.558,279,221,2.384158959473873,3a,0.292,6,Uncertain,fine_tuned,"As for lipid metabolism, knockdown of miR-277 in A. aegypti activates insulin/FO...",500,0.614,307,193,2.0704773613610836,3b,0.326,7,Uncertain,-0.05599999999999994,0.3136815981127894,Fine-tuned
30,zero_shot,step,"Nevertheless, the functions of the miRNAs in insect-pathogen interactions need f...",400,2b,0.255,102,298,1.980127232696496,3b,0.425,8,Problematic,fine_tuned,"Nevertheless, the functions of the miRNAs in insect-pathogen interactions need f...",400,0.4225,169,231,2.238638899106001,3b,0.2825,9,Uncertain,-0.16749999999999998,-0.25851166640950507,Fine-tuned
31,zero_shot,step,"To date, there are no reports that miRNAs participate in D. citri-CLas interacti...",400,2b,0.65,260,140,2.0325183138938487,3c,0.3925,7,Uncertain,fine_tuned,"To date, there are no reports that miRNAs participate in D. citri-CLas interacti...",400,0.53,212,188,2.312659146184265,2b,0.34,11,Uncertain,0.12,-0.2801408322904164,Zero-shot
32,zero_shot,step,"As a consequence, in this study, we used the D. citri-CLas system as a model to ...",300,3b,0.33,99,201,1.324350571424303,3a,0.57,4,Uncertain,fine_tuned,"As a consequence, in this study, we used the D. citri-CLas system as a model to ...",300,0.23333333333333334,70,230,1.6855109157657895,3b,0.47333333333333333,8,Problematic,0.09666666666666668,-0.3611603443414866,Zero-shot
33,zero_shot,step,Our study contributes to our understanding of the interactions between vectors a...,200,3a,0.91,182,18,0.9814538950336537,3a,0.58,2,High consistency,fine_tuned,Our study contributes to our understanding of the interactions between vectors a...,200,0.49,98,102,1.2132460013245148,3b,0.68,3,Uncertain,0.42000000000000004,-0.2317921062908611,Zero-shot
34,zero_shot,step,Our data provide information on how population-level processes and variation in ...,100,3b,0.19,19,81,0.8865873564862551,3c,0.78,3,Problematic,fine_tuned,Our data provide information on how population-level processes and variation in ...,100,0.56,56,44,1.1829661954675215,3b,0.56,3,Uncertain,-0.37000000000000005,-0.2963788389812664,Fine-tuned
